"ARIMA115.txt",0.306
"ARIMA125.txt",0.307
"ARIMA135.txt",0.307
"ARIMA145.txt",0.303
"ARIMA155.txt",0.311
"ARIMA165.txt",0.314
"ARIMA175.txt",0.302
"ARIMA185.txt",0.299
"ARIMA195.txt",0.305
"ARIMA1105.txt",0.298
"ARIMA215.txt",0.305
"ARIMA225.txt",0.303
"ARIMA235.txt",0.304
"ARIMA245.txt",0.292
"ARIMA255.txt",0.308
"ARIMA265.txt",0.308
"ARIMA275.txt",0.304
"ARIMA285.txt",0.292
"ARIMA295.txt",0.305
"ARIMA2105.txt",0.298
"ARIMA315.txt",0.308
"ARIMA325.txt",0.292
"ARIMA335.txt",0.32
"ARIMA345.txt",0.304
"ARIMA355.txt",0.293
"ARIMA365.txt",0.306
"ARIMA375.txt",0.298
"ARIMA385.txt",0.325
"ARIMA395.txt",0.292
"ARIMA3105.txt",0.312
"ARIMA415.txt",0.303
"ARIMA435.txt",0.301
"ARIMA485.txt",0.295
"ARIMA515.txt",0.321
"ARIMA525.txt",0.307
"ARIMA535.txt",0.299
"ARIMA545.txt",0.299
"ARIMA555.txt",0.3
"ARIMA565.txt",0.296
"ARIMA575.txt",0.292
"ARIMA595.txt",0.298
"ARIMA5105.txt",0.327
"ARIMA615.txt",0.304
"ARIMA625.txt",0.3
"ARIMA635.txt",0.292
"ARIMA645.txt",0.294
"ARIMA655.txt",0.299
"ARIMA665.txt",0.309
"ARIMA675.txt",0.303
"ARIMA685.txt",0.306
"ARIMA695.txt",0.304
"ARIMA715.txt",0.316
"ARIMA725.txt",0.32
"ARIMA735.txt",0.295
"ARIMA745.txt",0.306
"ARIMA755.txt",0.291
"ARIMA815.txt",0.305
"ARIMA825.txt",0.312
"ARIMA835.txt",0.325
"ARIMA845.txt",0.309
"ARIMA865.txt",0.402
"ARIMA895.txt",0.352
"ARIMA915.txt",0.306
"ARIMA945.txt",0.315
"ARIMA955.txt",0.324
"ARIMA1015.txt",0.314
"ARIMA1025.txt",0.327
"ARIMA1035.txt",0.331
"ARIMA1045.txt",0.31
